boro,month,awnd,prcp,snow,tmax,tmin,wsf2,wt01,wt02,wt03,wt04,wt06,wt08,holiday,crime_type,weekday,value
BRONX,4,1,0,0,49,32,14.1,0,0,0,0,0,0,0,other,2,40
STATEN ISLAND,4,1,0,0,47,39,17,0,0,0,0,0,0,0,violent,3,14
BROOKLYN,4,1,0,0,82,60,18.1,0,0,0,0,0,0,0,other,6,74
BRONX,4,1,0,0,49,37,16.1,0,0,0,0,0,0,0,theft_property,7,46
QUEENS,4,1,1,0,44,38,21.9,1,0,0,0,0,1,0,theft_property,1,24
QUEENS,4,0,0,0,62,37,15,1,0,0,0,0,0,0,theft_property,6,36
BRONX,4,1,1,0,60,39,28,1,0,1,0,0,0,0,other,2,31
QUEENS,4,0,0,0,66,46,15,1,0,0,0,0,0,0,theft_property,3,64
BRONX,4,0,0,0,67,44,13,0,0,0,0,0,0,0,violent,1,53
BRONX,4,0,0,0,70,55,15,1,0,0,0,0,0,0,theft_property,5,55
BRONX,4,1,0,0,45,34,19.9,0,0,0,0,0,0,0,other,5,42
QUEENS,4,1,0,0,63,46,15,0,0,0,0,0,1,0,theft_property,5,78
QUEENS,4,0,1,0,60,52,12.1,1,0,0,0,0,0,0,other,4,55
BROOKLYN,4,1,0,0,49,38,18.1,1,0,0,0,0,0,0,theft_property,5,57
BRONX,4,1,0,0,49,38,18.1,1,0,0,0,0,0,0,theft_property,5,43
BROOKLYN,4,1,0,0,47,39,17,0,0,0,0,0,0,0,theft_property,3,72
MANHATTAN,4,1,0,0,51,44,16.1,0,0,0,0,0,0,0,other,2,41
STATEN ISLAND,4,0,0,0,51,37,13,0,0,0,0,0,0,0,theft_property,4,14
BRONX,4,0,0,0,62,37,15,1,0,0,0,0,0,0,theft_property,6,40
QUEENS,4,1,0,0,77,44,21,1,0,0,0,0,1,0,violent,7,49
BROOKLYN,4,1,0,0,60,43,14.1,0,0,0,0,0,0,0,theft_property,1,25
BROOKLYN,4,1,0,0,49,38,18.1,1,0,0,0,0,0,0,other,5,57
QUEENS,4,1,0,0,46,32,18.1,0,0,0,0,0,0,0,other,1,42
STATEN ISLAND,4,1,1,0,44,38,21.9,1,0,0,0,0,1,0,theft_property,1,6
MANHATTAN,4,0,1,0,60,52,12.1,1,0,0,0,0,0,0,other,4,62
BROOKLYN,4,1,0,0,49,37,16.1,0,0,0,0,0,0,0,other,7,43
QUEENS,4,1,1,1,43,33,16.1,1,1,0,0,0,0,0,theft_property,2,36
QUEENS,4,1,0,0,59,47,15,1,0,0,0,0,0,0,other,1,38
MANHATTAN,4,0,0,0,67,44,13,0,0,0,0,0,0,0,theft_property,1,53
BRONX,4,1,1,1,43,33,16.1,1,1,0,0,0,0,0,theft_property,2,30
MANHATTAN,4,1,1,0,60,39,28,1,0,1,0,0,0,0,violent,2,36
BROOKLYN,4,1,0,0,49,37,16.1,0,0,0,0,0,0,0,violent,7,80
QUEENS,4,0,0,0,59,51,10.1,1,0,0,0,0,1,0,violent,6,58
QUEENS,4,0,0,0,67,44,13,0,0,0,0,0,0,0,violent,1,44
BRONX,4,0,0,0,51,38,12.1,1,0,0,0,0,1,0,other,3,35
STATEN ISLAND,4,1,0,0,56,40,21.9,1,0,0,0,0,1,0,theft_property,4,10
STATEN ISLAND,4,1,0,0,63,46,15,0,0,0,0,0,1,0,violent,5,22
MANHATTAN,4,1,1,0,44,38,21.9,1,0,0,0,0,1,0,other,1,31
QUEENS,4,1,0,0,46,32,18.1,0,0,0,0,0,0,0,theft_property,1,31
BRONX,4,1,0,0,60,43,14.1,0,0,0,0,0,0,0,theft_property,1,30
QUEENS,5,0,0,0,80,48,14.1,0,0,0,0,0,0,0,other,3,44
STATEN ISLAND,4,1,0,0,82,60,18.1,0,0,0,0,0,0,0,other,6,8
MANHATTAN,4,1,0,0,63,39,15,0,0,0,0,0,0,0,violent,7,40
BRONX,4,1,0,0,46,32,18.1,0,0,0,0,0,0,0,theft_property,1,49
BRONX,4,1,1,0,44,38,21.9,1,0,0,0,0,1,0,other,1,29
BROOKLYN,4,0,0,0,59,51,10.1,1,0,0,0,0,1,0,other,6,52
STATEN ISLAND,5,0,0,0,80,48,14.1,0,0,0,0,0,0,0,violent,3,12
BRONX,4,1,0,0,56,40,21.9,1,0,0,0,0,1,0,violent,4,73
STATEN ISLAND,4,0,0,0,68,46,15,0,0,0,0,0,0,0,theft_property,2,9
STATEN ISLAND,4,1,0,0,51,44,16.1,0,0,0,0,0,0,0,violent,2,8
BROOKLYN,4,1,0,0,60,43,14.1,0,0,0,0,0,0,0,other,1,49
STATEN ISLAND,4,1,0,0,46,32,18.1,0,0,0,0,0,0,0,violent,1,16
STATEN ISLAND,4,0,0,0,68,50,14.1,1,0,0,0,0,1,0,violent,7,8
QUEENS,4,1,0,0,49,32,14.1,0,0,0,0,0,0,0,theft_property,2,47
MANHATTAN,4,1,0,0,49,37,16.1,0,0,0,0,0,0,0,other,7,33
MANHATTAN,4,1,0,0,60,43,14.1,0,0,0,0,0,0,0,theft_property,1,33
BRONX,4,0,1,0,43,39,12.1,1,0,0,0,0,1,0,violent,3,66
STATEN ISLAND,4,0,0,0,68,46,15,0,0,0,0,0,0,0,violent,2,11
STATEN ISLAND,4,1,0,0,59,47,15,1,0,0,0,0,0,0,violent,1,7
STATEN ISLAND,4,1,0,0,59,47,15,1,0,0,0,0,0,0,other,1,10
STATEN ISLAND,4,0,0,0,66,46,15,1,0,0,0,0,0,0,other,3,14
QUEENS,4,1,0,0,49,37,16.1,0,0,0,0,0,0,0,other,7,28
BRONX,4,0,0,0,68,50,14.1,1,0,0,0,0,1,0,theft_property,7,35
STATEN ISLAND,4,1,0,0,50,37,19.9,0,0,0,0,0,0,0,other,6,11
STATEN ISLAND,4,0,0,0,59,51,10.1,1,0,0,0,0,1,0,theft_property,6,7
STATEN ISLAND,4,1,0,0,59,47,15,1,0,0,0,0,0,0,theft_property,1,9
STATEN ISLAND,4,1,0,0,49,32,14.1,0,0,0,0,0,0,0,theft_property,2,6
QUEENS,4,1,0,0,50,37,19.9,0,0,0,0,0,0,0,violent,6,59
STATEN ISLAND,4,1,0,0,49,37,16.1,0,0,0,0,0,0,0,violent,7,9
BRONX,4,0,0,0,68,46,15,0,0,0,0,0,0,0,other,2,28
STATEN ISLAND,4,1,0,0,77,44,21,1,0,0,0,0,1,0,other,7,10
BROOKLYN,4,1,0,0,49,32,14.1,0,0,0,0,0,0,0,other,2,45
QUEENS,4,1,0,0,49,37,16.1,0,0,0,0,0,0,0,theft_property,7,24
BROOKLYN,4,0,0,0,67,44,13,0,0,0,0,0,0,0,theft_property,1,42
MANHATTAN,4,1,0,0,60,43,14.1,0,0,0,0,0,0,0,violent,1,39
STATEN ISLAND,4,1,1,0,44,38,21.9,1,0,0,0,0,1,0,other,1,9
STATEN ISLAND,4,0,0,0,67,44,13,0,0,0,0,0,0,0,theft_property,1,10
STATEN ISLAND,4,1,0,0,82,60,18.1,0,0,0,0,0,0,0,violent,6,7
STATEN ISLAND,4,1,0,0,82,60,18.1,0,0,0,0,0,0,0,theft_property,6,7
STATEN ISLAND,4,1,0,0,63,39,15,0,0,0,0,0,0,0,violent,7,4
BRONX,4,1,0,0,59,47,15,1,0,0,0,0,0,0,other,1,21
STATEN ISLAND,4,1,1,1,43,33,16.1,1,1,0,0,0,0,0,theft_property,2,10
STATEN ISLAND,4,1,0,0,51,44,16.1,0,0,0,0,0,0,0,other,2,9
MANHATTAN,4,1,1,1,43,33,16.1,1,1,0,0,0,0,0,other,2,35
STATEN ISLAND,4,1,0,0,63,46,15,0,0,0,0,0,1,0,other,5,9
STATEN ISLAND,4,1,0,0,46,32,18.1,0,0,0,0,0,0,0,theft_property,1,8
STATEN ISLAND,4,1,0,0,45,34,19.9,0,0,0,0,0,0,0,violent,5,17
STATEN ISLAND,4,0,0,0,59,51,10.1,1,0,0,0,0,1,0,violent,6,12
STATEN ISLAND,4,0,0,0,68,50,14.1,1,0,0,0,0,1,0,theft_property,7,11
BROOKLYN,4,1,0,0,60,43,14.1,0,0,0,0,0,0,0,violent,1,55
STATEN ISLAND,5,0,0,0,80,48,14.1,0,0,0,0,0,0,0,theft_property,3,10
QUEENS,4,1,0,0,60,43,14.1,0,0,0,0,0,0,0,theft_property,1,21
STATEN ISLAND,4,0,1,0,43,39,12.1,1,0,0,0,0,1,0,violent,3,19
STATEN ISLAND,4,1,0,0,55,37,18.1,0,0,0,0,0,0,0,violent,4,17
STATEN ISLAND,4,0,1,0,43,39,12.1,1,0,0,0,0,1,0,other,3,7
STATEN ISLAND,4,1,0,0,47,39,17,0,0,0,0,0,0,0,other,3,10
BRONX,4,1,0,0,77,44,21,1,0,0,0,0,1,0,other,7,32
STATEN ISLAND,4,0,0,0,68,50,14.1,1,0,0,0,0,1,0,other,7,6
STATEN ISLAND,4,0,0,0,70,55,15,1,0,0,0,0,0,0,theft_property,5,4
STATEN ISLAND,4,1,0,0,45,34,19.9,0,0,0,0,0,0,0,theft_property,5,10
BRONX,4,1,0,0,60,43,14.1,0,0,0,0,0,0,0,other,1,28
QUEENS,4,1,0,0,60,43,14.1,0,0,0,0,0,0,0,violent,1,44
QUEENS,4,1,0,0,60,43,14.1,0,0,0,0,0,0,0,other,1,28
STATEN ISLAND,4,0,0,0,62,37,15,1,0,0,0,0,0,0,theft_property,6,6
STATEN ISLAND,4,1,0,0,45,34,19.9,0,0,0,0,0,0,0,other,5,14
STATEN ISLAND,4,1,0,0,60,43,14.1,0,0,0,0,0,0,0,violent,1,9
STATEN ISLAND,4,1,0,0,49,32,14.1,0,0,0,0,0,0,0,other,2,12
MANHATTAN,4,1,0,0,60,43,14.1,0,0,0,0,0,0,0,other,1,19
STATEN ISLAND,5,0,0,0,80,48,14.1,0,0,0,0,0,0,0,other,3,2
STATEN ISLAND,4,1,0,0,56,40,21.9,1,0,0,0,0,1,0,other,4,6
STATEN ISLAND,4,0,0,0,70,55,15,1,0,0,0,0,0,0,other,5,1
STATEN ISLAND,4,0,1,0,60,52,12.1,1,0,0,0,0,0,0,theft_property,4,6
STATEN ISLAND,4,0,0,0,67,44,13,0,0,0,0,0,0,0,violent,1,12
STATEN ISLAND,4,1,0,0,63,46,15,0,0,0,0,0,1,0,theft_property,5,7
STATEN ISLAND,4,1,1,0,60,39,28,1,0,1,0,0,0,0,violent,2,6
STATEN ISLAND,4,0,1,0,60,52,12.1,1,0,0,0,0,0,0,violent,4,6
STATEN ISLAND,4,1,1,0,60,39,28,1,0,1,0,0,0,0,other,2,5
STATEN ISLAND,4,0,0,0,51,37,13,0,0,0,0,0,0,0,violent,4,6
STATEN ISLAND,4,0,0,0,51,37,13,0,0,0,0,0,0,0,other,4,8
STATEN ISLAND,4,1,0,0,63,39,15,0,0,0,0,0,0,0,other,7,5
STATEN ISLAND,4,1,0,0,49,37,16.1,0,0,0,0,0,0,0,theft_property,7,3
STATEN ISLAND,4,1,0,0,77,44,21,1,0,0,0,0,1,0,theft_property,7,8
STATEN ISLAND,4,0,1,0,43,39,12.1,1,0,0,0,0,1,0,theft_property,3,6
STATEN ISLAND,4,1,0,0,51,44,16.1,0,0,0,0,0,0,0,theft_property,2,6
STATEN ISLAND,4,0,0,0,59,51,10.1,1,0,0,0,0,1,0,other,6,6
STATEN ISLAND,4,1,0,0,47,39,17,0,0,0,0,0,0,0,theft_property,3,7
STATEN ISLAND,4,0,0,0,51,38,12.1,1,0,0,0,0,1,0,other,3,3
STATEN ISLAND,4,1,0,0,60,43,14.1,0,0,0,0,0,0,0,theft_property,1,7
BROOKLYN,3,1,1,0,44,34,21,1,0,0,0,0,0,0,theft_property,6,52
BROOKLYN,3,1,0,0,50,32,14.1,1,0,0,0,0,1,0,other,5,47
BRONX,3,1,0,0,43,33,16.1,0,0,0,0,0,0,0,theft_property,2,33
STATEN ISLAND,3,1,0,0,51,35,12.1,0,0,0,0,0,0,0,other,7,15
QUEENS,3,1,0,0,45,32,13,0,0,0,0,0,0,0,other,1,31
STATEN ISLAND,3,1,0,0,49,35,14.1,0,0,0,0,0,0,0,violent,6,10
QUEENS,3,1,0,0,48,27,17,0,0,0,0,0,0,0,other,7,45
BRONX,3,1,0,0,39,30,16.1,0,0,0,0,0,0,0,other,3,37
QUEENS,3,1,0,0,40,30,19.9,0,0,0,0,0,0,0,theft_property,6,39
BRONX,3,1,0,0,48,27,17,0,0,0,0,0,0,0,violent,7,83
BROOKLYN,3,0,0,0,52,38,12.1,1,0,0,0,0,0,0,theft_property,4,95
QUEENS,3,1,0,0,39,30,16.1,0,0,0,0,0,0,0,other,3,45
BRONX,3,1,0,0,49,36,25.1,0,0,0,0,0,1,0,other,7,27
QUEENS,3,1,0,0,45,32,13,0,0,0,0,0,0,0,theft_property,1,30
QUEENS,3,1,0,0,49,35,14.1,0,0,0,0,0,0,0,violent,6,54
BRONX,3,0,0,0,53,49,8.9,1,0,0,0,0,1,0,violent,5,67
BROOKLYN,3,1,0,0,50,32,14.1,1,0,0,0,0,1,0,violent,5,84
MANHATTAN,3,1,0,0,50,34,21,0,0,0,0,0,0,0,theft_property,2,79
MANHATTAN,3,1,0,0,45,33,19.9,0,0,0,0,0,0,0,violent,1,47
BROOKLYN,3,0,0,0,47,34,10.1,1,0,0,0,0,0,0,other,3,57
BRONX,3,1,0,0,48,32,17,0,0,0,0,0,0,0,violent,5,71
BRONX,3,1,0,0,43,28,16.1,0,0,0,0,0,0,0,theft_property,1,40
BRONX,3,1,0,0,40,30,19.9,0,0,0,0,0,0,0,theft_property,6,50
BRONX,3,1,0,0,49,35,14.1,0,0,0,0,0,0,0,violent,6,109
MANHATTAN,3,1,1,0,44,34,21,1,0,0,0,0,0,0,violent,6,47
BRONX,3,0,0,0,52,38,12.1,1,0,0,0,0,0,0,violent,4,97
BROOKLYN,3,1,0,0,43,33,16.1,0,0,0,0,0,0,0,other,2,46
BRONX,3,1,0,0,51,35,12.1,0,0,0,0,0,0,0,other,7,24
STATEN ISLAND,3,0,0,0,53,49,8.9,1,0,0,0,0,1,0,violent,5,9
QUEENS,3,1,0,0,39,33,14.1,0,0,0,0,0,0,0,violent,5,75
QUEENS,3,1,0,0,43,33,16.1,0,0,0,0,0,0,0,violent,2,62
BRONX,3,1,0,0,43,28,16.1,0,0,0,0,0,0,0,violent,1,89
BROOKLYN,3,1,1,0,44,34,21,1,0,0,0,0,0,0,violent,6,76
MANHATTAN,3,1,0,0,58,39,16.1,0,0,0,0,0,0,0,violent,7,47
QUEENS,3,1,0,0,47,33,13,0,0,0,0,0,0,0,other,2,26
BRONX,3,0,0,0,53,49,8.9,1,0,0,0,0,1,0,theft_property,5,51
MANHATTAN,3,1,0,0,42,30,17,0,0,0,0,0,0,0,other,6,43
BRONX,3,1,0,0,45,32,13,0,0,0,0,0,0,0,violent,1,76
QUEENS,3,1,0,0,42,30,17,0,0,0,0,0,0,0,other,6,48
QUEENS,3,1,1,1,39,31,21.9,1,1,0,0,0,0,0,theft_property,4,42
BRONX,3,1,0,0,41,31,19.9,1,0,0,0,0,0,0,violent,4,95
MANHATTAN,3,1,0,0,49,35,14.1,0,0,0,0,0,0,0,other,6,50
QUEENS,3,1,0,0,39,30,16.1,0,0,0,0,0,0,0,theft_property,3,61
BROOKLYN,3,0,0,0,47,32,15,0,0,0,0,0,0,0,theft_property,3,93
MANHATTAN,3,0,0,0,52,38,12.1,1,0,0,0,0,0,0,theft_property,4,117
BRONX,3,1,1,1,39,33,21.9,1,1,0,0,0,0,0,theft_property,4,35
QUEENS,3,1,0,0,40,31,17,0,0,0,0,0,0,0,violent,7,59
BROOKLYN,3,1,0,0,51,35,12.1,0,0,0,0,0,0,0,violent,7,75
MANHATTAN,3,1,1,1,39,31,21.9,1,1,0,0,0,0,0,other,4,30
MANHATTAN,3,1,0,0,49,35,14.1,0,0,0,0,0,0,0,theft_property,6,79
STATEN ISLAND,3,0,0,0,47,32,15,0,0,0,0,0,0,0,violent,3,16
MANHATTAN,3,1,0,0,41,31,19.9,1,0,0,0,0,0,0,other,4,62
QUEENS,3,1,0,0,50,32,14.1,1,0,0,0,0,1,0,violent,5,74
STATEN ISLAND,3,1,0,0,51,35,12.1,0,0,0,0,0,0,0,violent,7,12
BROOKLYN,3,1,0,0,49,35,14.1,0,0,0,0,0,0,0,violent,6,111
BRONX,3,1,0,0,50,32,14.1,1,0,0,0,0,1,0,other,5,32
BROOKLYN,3,1,1,1,39,33,21.9,1,1,0,0,0,0,0,violent,4,55
BROOKLYN,3,1,0,0,50,34,21,0,0,0,0,0,0,0,theft_property,2,69
STATEN ISLAND,3,1,1,0,44,34,21,1,0,0,0,0,0,0,violent,6,12
QUEENS,3,0,0,0,52,38,12.1,1,0,0,0,0,0,0,theft_property,4,51
BRONX,3,1,0,0,58,39,16.1,0,0,0,0,0,0,0,violent,7,78
BROOKLYN,3,0,0,0,47,34,10.1,1,0,0,0,0,0,0,theft_property,3,76
MANHATTAN,3,1,0,0,51,35,12.1,0,0,0,0,0,0,0,other,7,40
BROOKLYN,3,1,0,0,47,33,13,0,0,0,0,0,0,0,theft_property,2,46
MANHATTAN,3,1,0,0,48,27,17,0,0,0,0,0,0,0,violent,7,68
BROOKLYN,3,1,0,0,41,31,19.9,1,0,0,0,0,0,0,theft_property,4,84
MANHATTAN,3,1,0,0,50,32,14.1,1,0,0,0,0,1,0,other,5,32
BRONX,3,0,0,0,47,32,15,0,0,0,0,0,0,0,theft_property,3,54
MANHATTAN,3,0,0,0,47,32,15,0,0,0,0,0,0,0,violent,3,84
BRONX,3,1,0,0,43,33,16.1,0,0,0,0,0,0,0,violent,2,69
MANHATTAN,3,1,0,0,42,30,17,0,0,0,0,0,0,0,violent,6,81
MANHATTAN,3,1,0,0,43,33,16.1,0,0,0,0,0,0,0,theft_property,2,83
QUEENS,3,0,0,0,53,49,8.9,1,0,0,0,0,1,0,violent,5,76
BRONX,3,0,0,0,47,32,15,0,0,0,0,0,0,0,violent,3,100
BRONX,3,1,0,0,45,32,13,0,0,0,0,0,0,0,theft_property,1,43
BROOKLYN,3,1,0,0,39,33,14.1,0,0,0,0,0,0,0,violent,5,89
BROOKLYN,3,1,0,0,51,35,12.1,0,0,0,0,0,0,0,theft_property,7,63
BROOKLYN,3,0,0,0,53,49,8.9,1,0,0,0,0,1,0,other,5,84
MANHATTAN,3,1,0,0,58,39,16.1,0,0,0,0,0,0,0,theft_property,7,60
BROOKLYN,3,1,0,0,40,31,17,0,0,0,0,0,0,0,other,7,55
BRONX,3,1,0,0,48,27,17,0,0,0,0,0,0,0,other,7,38
QUEENS,3,0,0,0,47,34,10.1,1,0,0,0,0,0,0,violent,3,69
MANHATTAN,3,1,0,0,50,32,14.1,1,0,0,0,0,1,0,violent,5,97
BROOKLYN,3,1,0,0,39,30,16.1,0,0,0,0,0,0,0,violent,3,74
MANHATTAN,3,1,0,0,39,30,16.1,0,0,0,0,0,0,0,other,3,47
MANHATTAN,3,1,0,0,43,28,16.1,0,0,0,0,0,0,0,violent,1,50
BRONX,3,1,1,0,40,33,16.1,1,0,0,0,0,0,0,theft_property,3,52
BROOKLYN,3,1,0,0,40,31,17,0,0,0,0,0,0,0,violent,7,85
BROOKLYN,3,1,0,0,40,30,19.9,0,0,0,0,0,0,0,other,6,44
STATEN ISLAND,3,1,0,0,39,30,16.1,0,0,0,0,0,0,0,violent,3,6
QUEENS,3,1,0,0,48,32,17,0,0,0,0,0,0,0,other,5,56
QUEENS,3,1,0,0,41,31,19.9,1,0,0,0,0,0,0,other,4,48
BROOKLYN,3,1,0,0,49,35,14.1,0,0,0,0,0,0,0,other,6,61
BROOKLYN,3,1,0,0,41,31,19.9,1,0,0,0,0,0,0,violent,4,96
STATEN ISLAND,3,1,1,1,39,33,21.9,1,1,0,0,0,0,0,other,4,11
QUEENS,3,1,1,0,40,33,16.1,1,0,0,0,0,0,0,violent,3,71
MANHATTAN,3,0,0,0,53,49,8.9,1,0,0,0,0,1,0,other,5,66
BROOKLYN,3,1,0,0,45,32,13,0,0,0,0,0,0,0,other,1,53
BRONX,3,1,0,0,39,33,14.1,0,0,0,0,0,0,0,theft_property,5,47
BROOKLYN,3,1,0,0,39,33,14.1,0,0,0,0,0,0,0,other,5,65
BROOKLYN,3,1,1,0,40,33,16.1,1,0,0,0,0,0,0,other,3,51
QUEENS,3,1,0,0,49,36,25.1,0,0,0,0,0,1,0,other,7,47
BROOKLYN,3,1,0,0,43,32,17,1,0,0,0,0,0,0,other,2,45
STATEN ISLAND,3,0,0,0,47,34,10.1,1,0,0,0,0,0,0,violent,3,16
BROOKLYN,3,0,0,0,52,38,12.1,1,0,0,0,0,0,0,other,4,66
BRONX,3,1,0,0,39,30,16.1,0,0,0,0,0,0,0,theft_property,3,65
BROOKLYN,3,0,0,0,62,44,15,1,0,0,0,0,1,0,theft_property,6,62
MANHATTAN,3,1,0,0,41,31,19.9,1,0,0,0,0,0,0,theft_property,4,121
STATEN ISLAND,4,1,0,0,60,43,14.1,0,0,0,0,0,0,0,other,1,3
QUEENS,3,1,1,1,39,31,21.9,1,1,0,0,0,0,0,violent,4,33
QUEENS,3,1,0,0,40,30,19.9,0,0,0,0,0,0,0,other,6,59
MANHATTAN,3,1,0,0,45,33,19.9,0,0,0,0,0,0,0,other,1,27
BRONX,3,1,0,0,50,34,21,0,0,0,0,0,0,0,violent,2,49
MANHATTAN,3,1,1,1,39,33,21.9,1,1,0,0,0,0,0,other,4,39
MANHATTAN,3,1,0,0,39,33,14.1,0,0,0,0,0,0,0,theft_property,5,87
STATEN ISLAND,3,1,0,0,50,34,21,0,0,0,0,0,0,0,other,2,7
MANHATTAN,3,0,0,0,47,32,15,0,0,0,0,0,0,0,theft_property,3,140
BROOKLYN,3,1,0,0,42,30,17,0,0,0,0,0,0,0,violent,6,117
QUEENS,3,0,0,0,47,34,10.1,1,0,0,0,0,0,0,theft_property,3,64
BRONX,3,1,0,0,49,35,14.1,0,0,0,0,0,0,0,theft_property,6,58
BRONX,3,1,0,0,45,33,19.9,0,0,0,0,0,0,0,violent,1,57
BRONX,3,1,0,0,40,31,17,0,0,0,0,0,0,0,violent,7,91
QUEENS,3,1,0,0,43,32,17,1,0,0,0,0,0,0,violent,2,59
QUEENS,3,1,0,0,39,30,16.1,0,0,0,0,0,0,0,violent,3,78
BROOKLYN,3,0,0,0,47,32,15,0,0,0,0,0,0,0,other,3,50
BROOKLYN,3,1,0,0,48,27,17,0,0,0,0,0,0,0,theft_property,7,58
MANHATTAN,3,1,0,0,40,30,19.9,0,0,0,0,0,0,0,violent,6,60
QUEENS,3,1,0,0,50,32,14.1,1,0,0,0,0,1,0,theft_property,5,38
MANHATTAN,3,1,1,0,40,33,16.1,1,0,0,0,0,0,0,other,3,46
MANHATTAN,3,1,0,0,47,33,13,0,0,0,0,0,0,0,theft_property,2,96
BROOKLYN,3,1,0,0,44,34,21.9,0,0,0,0,0,0,0,theft_property,1,52
QUEENS,3,1,0,0,49,35,14.1,0,0,0,0,0,0,0,theft_property,6,39
BROOKLYN,3,1,0,0,48,27,17,0,0,0,0,0,0,0,other,7,57
QUEENS,3,1,0,0,48,32,17,0,0,0,0,0,0,0,theft_property,5,53
BROOKLYN,3,1,0,0,45,32,13,0,0,0,0,0,0,0,violent,1,66
BRONX,3,1,1,1,39,33,21.9,1,1,0,0,0,0,0,violent,4,57
BRONX,3,0,0,0,62,44,15,1,0,0,0,0,1,0,theft_property,6,46
BROOKLYN,3,1,0,0,48,32,17,0,0,0,0,0,0,0,theft_property,5,66
QUEENS,3,1,0,0,48,27,17,0,0,0,0,0,0,0,theft_property,7,25
STATEN ISLAND,3,1,0,0,49,36,25.1,0,0,0,0,0,1,0,other,7,5
MANHATTAN,3,1,1,1,39,33,21.9,1,1,0,0,0,0,0,theft_property,4,65
BROOKLYN,3,0,0,0,53,49,8.9,1,0,0,0,0,1,0,theft_property,5,109
QUEENS,3,1,0,0,58,39,16.1,0,0,0,0,0,0,0,violent,7,34
BROOKLYN,3,1,0,0,43,33,16.1,0,0,0,0,0,0,0,violent,2,69
MANHATTAN,3,1,0,0,39,33,14.1,0,0,0,0,0,0,0,other,5,35
BROOKLYN,3,1,0,0,58,39,16.1,0,0,0,0,0,0,0,violent,7,95
BROOKLYN,3,1,0,0,43,32,17,1,0,0,0,0,0,0,theft_property,2,61
MANHATTAN,3,1,0,0,45,32,13,0,0,0,0,0,0,0,other,1,24
BROOKLYN,3,1,0,0,48,32,17,0,0,0,0,0,0,0,other,5,62
BROOKLYN,3,0,0,0,47,32,15,0,0,0,0,0,0,0,violent,3,101
MANHATTAN,3,0,0,0,53,49,8.9,1,0,0,0,0,1,0,violent,5,64
MANHATTAN,3,1,0,0,48,32,17,0,0,0,0,0,0,0,theft_property,5,104
BRONX,3,1,1,0,40,33,16.1,1,0,0,0,0,0,0,other,3,31
BROOKLYN,3,1,0,0,40,31,17,0,0,0,0,0,0,0,theft_property,7,45
BROOKLYN,3,1,1,0,40,33,16.1,1,0,0,0,0,0,0,violent,3,88
BRONX,3,1,0,0,45,33,19.9,0,0,0,0,0,0,0,other,1,33
QUEENS,3,1,0,0,45,33,19.9,0,0,0,0,0,0,0,violent,1,72
QUEENS,3,0,0,0,47,32,15,0,0,0,0,0,0,0,other,3,62
QUEENS,3,0,0,0,47,34,10.1,1,0,0,0,0,0,0,other,3,35
MANHATTAN,3,1,0,0,40,31,17,0,0,0,0,0,0,0,theft_property,7,92
MANHATTAN,3,1,0,0,51,35,12.1,0,0,0,0,0,0,0,violent,7,57
BRONX,3,1,0,0,39,30,16.1,0,0,0,0,0,0,0,violent,3,89
BRONX,3,1,1,0,40,33,16.1,1,0,0,0,0,0,0,violent,3,75
BRONX,3,1,0,0,40,30,19.9,0,0,0,0,0,0,0,violent,6,87
BROOKLYN,3,1,0,0,45,33,19.9,0,0,0,0,0,0,0,theft_property,1,40
MANHATTAN,3,1,0,0,45,33,19.9,0,0,0,0,0,0,0,theft_property,1,51
STATEN ISLAND,3,1,1,0,40,33,16.1,1,0,0,0,0,0,0,violent,3,27
MANHATTAN,3,0,0,0,47,34,10.1,1,0,0,0,0,0,0,theft_property,3,121
MANHATTAN,3,1,0,0,49,35,14.1,0,0,0,0,0,0,0,violent,6,77
BRONX,3,1,0,0,48,32,17,0,0,0,0,0,0,0,other,5,34
QUEENS,3,1,0,0,41,31,19.9,1,0,0,0,0,0,0,theft_property,4,62
QUEENS,3,0,0,0,62,44,15,1,0,0,0,0,1,0,theft_property,6,34
MANHATTAN,3,1,0,0,43,32,17,1,0,0,0,0,0,0,other,2,33
BRONX,3,0,0,0,62,44,15,1,0,0,0,0,1,0,other,6,37
BRONX,3,1,0,0,47,33,13,0,0,0,0,0,0,0,violent,2,76
BRONX,3,1,0,0,51,35,12.1,0,0,0,0,0,0,0,violent,7,69
QUEENS,3,1,0,0,41,31,19.9,1,0,0,0,0,0,0,violent,4,79
STATEN ISLAND,3,1,0,0,40,31,17,0,0,0,0,0,0,0,other,7,13
MANHATTAN,3,1,1,0,40,33,16.1,1,0,0,0,0,0,0,theft_property,3,91
STATEN ISLAND,3,1,0,0,58,39,16.1,0,0,0,0,0,0,0,theft_property,7,10
QUEENS,3,1,0,0,49,35,14.1,0,0,0,0,0,0,0,other,6,54
QUEENS,3,1,1,1,39,33,21.9,1,1,0,0,0,0,0,violent,4,29
BROOKLYN,3,1,0,0,45,33,19.9,0,0,0,0,0,0,0,other,1,49
BRONX,3,1,0,0,50,32,14.1,1,0,0,0,0,1,0,theft_property,5,43
QUEENS,3,1,0,0,44,34,21.9,0,0,0,0,0,0,0,theft_property,1,47
BRONX,3,1,0,0,58,39,16.1,0,0,0,0,0,0,0,theft_property,7,28
BRONX,3,1,1,1,39,31,21.9,1,1,0,0,0,0,0,violent,4,49
