boro,month,awnd,prcp,snow,tmax,tmin,wsf2,wt01,wt02,wt03,wt04,wt06,wt08,holiday,crime_type,weekday,value
BRONX,7,0,0,0,88,69,10.1,0,0,0,0,0,0,0,other,7,57
MANHATTAN,8,0,0,0,90,75,12.1,0,0,0,0,0,0,0,other,2,65
BRONX,7,1,0,0,80,64,15,0,0,0,0,0,0,0,other,5,56
MANHATTAN,7,0,0,0,88,75,13,1,0,0,0,0,1,0,other,3,87
BROOKLYN,7,0,0,0,75,69,8.9,0,0,0,0,0,1,0,theft_property,7,52
STATEN ISLAND,6,0,0,0,84,68,13,0,0,0,0,0,0,0,violent,4,14
BROOKLYN,7,0,0,0,81,67,12.1,0,0,0,0,0,0,0,theft_property,6,83
QUEENS,8,0,0,0,87,72,12.1,0,0,0,0,0,0,0,violent,4,92
MANHATTAN,8,0,0,0,89,75,14.1,0,0,0,0,0,0,0,violent,7,93
MANHATTAN,6,0,0,0,83,65,13,0,0,0,0,0,0,0,other,5,86
BROOKLYN,8,0,0,0,87,72,12.1,0,0,0,0,0,0,0,theft_property,4,116
BROOKLYN,7,0,0,0,80,69,8.1,0,0,0,0,0,0,0,other,5,93
BROOKLYN,7,0,0,0,87,70,10.1,0,0,0,0,0,0,0,other,6,108
BRONX,6,1,0,0,90,75,16.1,0,0,0,0,0,0,0,theft_property,3,79
MANHATTAN,7,1,0,0,85,69,14.1,0,0,0,0,0,0,0,violent,4,81
MANHATTAN,7,0,0,0,88,75,13,1,0,0,0,0,1,0,violent,3,98
STATEN ISLAND,7,0,0,0,89,72,6.9,0,0,0,0,0,0,0,theft_property,1,9
BRONX,7,0,0,0,89,72,12.1,1,0,0,0,0,1,0,violent,6,104
QUEENS,7,0,0,0,84,72,12.1,1,0,0,0,0,0,0,theft_property,6,39
MANHATTAN,6,0,0,0,82,68,14.1,1,0,0,0,0,0,0,violent,3,88
BROOKLYN,7,1,0,0,80,64,15,0,0,0,0,0,0,0,theft_property,5,99
BROOKLYN,6,1,1,0,73,62,18.1,1,0,0,0,0,0,0,theft_property,1,36
BROOKLYN,6,1,1,0,71,58,16.1,1,0,0,0,0,0,0,theft_property,7,53
BRONX,7,0,0,0,81,72,13,1,0,0,0,0,1,0,violent,4,141
MANHATTAN,7,0,1,0,79,68,12.1,1,0,0,0,0,1,0,other,5,113
BROOKLYN,7,0,0,0,84,72,12.1,1,0,0,0,0,0,0,violent,6,76
MANHATTAN,6,0,0,0,81,69,16.1,0,0,0,0,0,0,0,violent,6,84
BRONX,7,1,0,0,80,64,15,0,0,0,0,0,0,0,violent,5,99
QUEENS,7,0,0,0,82,66,8.9,0,0,0,0,0,0,1,violent,6,76
QUEENS,7,0,0,0,80,69,8.1,0,0,0,0,0,0,0,other,5,66
BRONX,7,0,0,0,88,69,10.1,0,0,0,0,0,0,0,theft_property,7,60
BROOKLYN,7,0,0,0,90,74,12.1,0,0,0,0,0,0,0,violent,1,89
BROOKLYN,6,0,0,0,81,69,16.1,0,0,0,0,0,0,0,violent,6,140
QUEENS,6,1,1,0,73,62,18.1,1,0,0,0,0,0,0,violent,1,42
BROOKLYN,7,0,0,0,88,73,10.1,0,0,0,0,0,0,0,theft_property,2,77
BROOKLYN,7,0,1,0,82,69,14.1,1,0,0,0,0,1,0,other,4,90
BROOKLYN,7,0,0,0,88,69,10.1,0,0,0,0,0,0,0,violent,7,102
QUEENS,7,0,0,0,94,82,12.1,0,0,0,0,0,0,0,theft_property,2,36
MANHATTAN,7,0,0,0,81,67,12.1,0,0,0,0,0,0,0,other,6,92
BRONX,7,0,1,0,85,71,10.1,1,0,0,0,0,1,0,other,7,49
BRONX,7,0,0,0,90,74,12.1,0,0,0,0,0,0,0,violent,1,99
MANHATTAN,7,0,1,0,85,71,10.1,1,0,0,0,0,1,0,violent,7,81
BROOKLYN,7,0,1,0,86,71,19.9,1,0,0,0,0,1,0,other,2,60
QUEENS,7,0,0,0,82,66,8.9,0,0,0,0,0,0,1,theft_property,6,56
QUEENS,7,0,0,0,88,69,10.1,0,0,0,0,0,0,0,violent,7,83
BROOKLYN,7,0,0,0,84,72,12.1,1,0,0,0,0,0,0,theft_property,6,87
BROOKLYN,6,0,0,0,84,68,13,0,0,0,0,0,0,0,other,4,80
BRONX,7,0,0,0,90,74,12.1,0,0,0,0,0,0,0,other,1,49
BRONX,7,0,0,0,83,68,6.9,0,0,0,0,0,0,0,violent,1,99
QUEENS,7,1,0,0,80,64,15,0,0,0,0,0,0,0,violent,5,85
MANHATTAN,6,1,1,0,73,62,18.1,1,0,0,0,0,0,0,theft_property,1,46
MANHATTAN,7,0,0,0,95,75,8.9,0,0,0,0,0,1,0,violent,3,70
MANHATTAN,7,0,0,0,88,69,10.1,0,0,0,0,0,0,0,theft_property,7,64
BRONX,7,0,0,0,86,68,13,0,0,0,0,0,0,0,other,5,77
QUEENS,6,1,0,0,90,75,16.1,0,0,0,0,0,0,0,violent,3,81
BRONX,7,0,0,0,89,74,10.1,0,0,0,0,0,0,0,theft_property,3,75
BROOKLYN,8,0,0,0,90,75,12.1,0,0,0,0,0,0,0,other,2,71
MANHATTAN,7,0,0,0,94,82,12.1,0,0,0,0,0,0,0,violent,2,36
STATEN ISLAND,6,0,0,0,83,65,13,0,0,0,0,0,0,0,other,5,13
STATEN ISLAND,7,0,0,0,80,69,8.1,0,0,0,0,0,0,0,other,5,8
BRONX,6,1,1,0,73,62,18.1,1,0,0,0,0,0,0,theft_property,1,46
QUEENS,6,0,0,0,81,69,16.1,0,0,0,0,0,0,0,violent,6,63
MANHATTAN,7,0,1,0,82,73,8.1,1,0,0,0,0,1,0,violent,3,80
MANHATTAN,7,1,0,0,85,69,14.1,0,0,0,0,0,0,0,theft_property,4,124
BROOKLYN,7,1,0,0,85,69,14.1,0,0,0,0,0,0,0,theft_property,4,126
BROOKLYN,7,0,0,0,83,72,12.1,0,0,0,0,0,1,0,violent,2,77
QUEENS,8,1,1,0,89,69,23,1,0,0,0,0,0,0,theft_property,3,75
MANHATTAN,7,0,1,0,86,71,19.9,1,0,0,0,0,1,0,other,2,60
MANHATTAN,7,0,0,0,93,78,14.1,0,0,0,0,0,0,0,violent,1,56
BROOKLYN,7,0,0,0,88,77,13,0,0,0,0,0,1,0,violent,4,113
BRONX,7,0,0,0,80,69,8.1,0,0,0,0,0,0,0,violent,5,75
MANHATTAN,7,0,0,0,84,72,12.1,1,0,0,0,0,0,0,theft_property,6,82
STATEN ISLAND,7,0,0,0,87,70,10.1,0,0,0,0,0,0,0,other,6,10
QUEENS,6,0,0,0,83,65,13,0,0,0,0,0,0,0,violent,5,71
MANHATTAN,7,0,0,0,81,67,12.1,0,0,0,0,0,0,0,theft_property,6,69
BROOKLYN,7,0,0,0,82,66,8.9,0,0,0,0,0,0,1,other,6,102
BROOKLYN,6,1,1,0,73,62,18.1,1,0,0,0,0,0,0,other,1,75
BROOKLYN,8,0,0,0,87,72,12.1,0,0,0,0,0,0,0,violent,4,138
QUEENS,8,0,0,0,89,71,12.1,0,0,0,0,0,0,0,other,1,55
MANHATTAN,6,1,1,0,73,62,18.1,1,0,0,0,0,0,0,violent,1,29
MANHATTAN,6,0,0,0,76,63,12.1,0,0,0,0,0,0,0,violent,2,54
MANHATTAN,7,0,0,0,81,67,12.1,0,0,0,0,0,0,0,violent,6,101
QUEENS,7,0,0,0,96,78,10.1,0,0,0,0,0,0,0,theft_property,4,56
BRONX,6,1,1,0,71,58,16.1,1,0,0,0,0,0,0,theft_property,7,56
BRONX,6,0,0,0,83,65,13,0,0,0,0,0,0,0,theft_property,5,73
QUEENS,7,0,0,0,89,72,12.1,1,0,0,0,0,1,0,theft_property,6,43
QUEENS,7,0,0,0,81,72,13,1,0,0,0,0,1,0,theft_property,4,80
BRONX,7,0,0,0,83,68,6.9,0,0,0,0,0,0,0,other,1,44
MANHATTAN,7,1,0,0,85,69,14.1,0,0,0,0,0,0,0,other,4,93
MANHATTAN,7,0,0,0,88,73,10.1,0,0,0,0,0,0,0,violent,2,61
BRONX,6,0,0,0,84,68,13,0,0,0,0,0,0,0,other,4,58
BROOKLYN,7,0,1,0,87,76,12.1,1,0,0,0,0,1,0,theft_property,5,98
QUEENS,7,0,0,0,88,69,10.1,0,0,0,0,0,0,0,violent,7,62
MANHATTAN,7,0,0,0,75,69,8.9,0,0,0,0,0,1,0,violent,7,77
STATEN ISLAND,8,0,0,0,89,75,14.1,0,0,0,0,0,0,0,theft_property,7,12
BRONX,8,1,1,0,89,69,23,1,0,0,0,0,0,0,other,3,54
MANHATTAN,7,0,0,0,86,68,13,0,0,0,0,0,0,0,other,5,124
QUEENS,8,1,1,0,89,69,23,1,0,0,0,0,0,0,other,3,70
BROOKLYN,8,0,0,0,90,75,12.1,0,0,0,0,0,0,0,theft_property,2,71
BRONX,8,0,0,0,89,71,12.1,0,0,0,0,0,0,0,other,1,41
BRONX,7,0,0,0,87,70,10.1,0,0,0,0,0,0,0,theft_property,6,93
BROOKLYN,7,0,0,0,90,74,12.1,0,0,0,0,0,0,0,other,1,100
QUEENS,7,0,0,0,89,72,6.9,0,0,0,0,0,0,0,theft_property,1,35
STATEN ISLAND,7,0,0,0,88,69,10.1,0,0,0,0,0,0,0,other,7,9
STATEN ISLAND,8,0,0,0,90,75,12.1,0,0,0,0,0,0,0,other,2,8
MANHATTAN,7,0,0,0,87,70,10.1,0,0,0,0,0,0,0,violent,6,81
BRONX,7,0,0,0,88,77,13,0,0,0,0,0,1,0,theft_property,4,73
MANHATTAN,7,0,0,0,93,78,14.1,0,0,0,0,0,0,0,theft_property,1,54
BROOKLYN,7,0,0,0,86,68,13,0,0,0,0,0,0,0,violent,5,157
MANHATTAN,7,0,0,0,88,69,10.1,0,0,0,0,0,0,0,violent,7,93
QUEENS,7,0,0,0,89,74,10.1,0,0,0,0,0,0,0,violent,3,61
MANHATTAN,7,0,0,0,88,77,13,0,0,0,0,0,1,0,violent,4,96
MANHATTAN,8,1,1,0,89,69,23,1,0,0,0,0,0,0,other,3,111
MANHATTAN,7,0,0,0,89,72,6.9,0,0,0,0,0,0,0,violent,1,57
BRONX,8,1,1,0,89,69,23,1,0,0,0,0,0,0,violent,3,119
STATEN ISLAND,7,0,1,0,82,69,14.1,1,0,0,0,0,1,0,violent,4,24
BRONX,7,0,1,0,86,71,19.9,1,0,0,0,0,1,0,violent,2,56
BROOKLYN,7,0,0,0,87,70,10.1,0,0,0,0,0,0,0,theft_property,6,94
BROOKLYN,7,0,1,0,86,71,19.9,1,0,0,0,0,1,0,violent,2,81
MANHATTAN,6,0,0,0,76,63,12.1,0,0,0,0,0,0,0,theft_property,2,80
STATEN ISLAND,7,0,1,0,82,73,8.1,1,0,0,0,0,1,0,other,3,4
MANHATTAN,7,0,0,0,80,69,8.1,0,0,0,0,0,0,0,theft_property,5,116
QUEENS,8,0,0,0,87,72,12.1,0,0,0,0,0,0,0,theft_property,4,80
MANHATTAN,7,0,1,0,85,71,10.1,1,0,0,0,0,1,0,theft_property,7,78
BRONX,7,0,1,0,85,71,10.1,1,0,0,0,0,1,0,violent,7,112
STATEN ISLAND,7,0,0,0,80,69,8.1,0,0,0,0,0,0,0,violent,5,20
BROOKLYN,7,0,1,0,86,71,19.9,1,0,0,0,0,1,0,theft_property,2,79
QUEENS,6,1,0,0,90,75,16.1,0,0,0,0,0,0,0,theft_property,3,59
BRONX,7,0,0,0,96,78,10.1,0,0,0,0,0,0,0,violent,4,119
BROOKLYN,7,0,0,0,96,78,10.1,0,0,0,0,0,0,0,theft_property,4,107
MANHATTAN,6,0,0,0,84,68,13,0,0,0,0,0,0,0,other,4,95
BRONX,7,0,0,0,90,74,12.1,0,0,0,0,0,0,0,theft_property,1,28
BROOKLYN,7,0,0,0,89,72,6.9,0,0,0,0,0,0,0,violent,1,67
QUEENS,6,0,0,0,82,68,14.1,1,0,0,0,0,0,0,theft_property,3,58
BROOKLYN,7,0,1,0,85,71,10.1,1,0,0,0,0,1,0,other,7,72
QUEENS,7,0,0,0,90,74,12.1,0,0,0,0,0,0,0,other,1,66
STATEN ISLAND,7,0,0,0,88,69,10.1,0,0,0,0,0,0,0,theft_property,7,5
QUEENS,7,0,1,0,86,71,19.9,1,0,0,0,0,1,0,violent,2,45
STATEN ISLAND,7,0,0,0,88,69,10.1,0,0,0,0,0,0,0,violent,7,20
BROOKLYN,6,0,0,0,76,63,12.1,0,0,0,0,0,0,0,theft_property,2,75
BRONX,7,0,0,0,88,73,10.1,0,0,0,0,0,0,0,theft_property,2,54
QUEENS,6,0,0,0,84,68,13,0,0,0,0,0,0,0,theft_property,4,71
QUEENS,7,0,1,0,79,68,12.1,1,0,0,0,0,1,0,violent,5,60
BRONX,7,0,0,0,81,67,12.1,0,0,0,0,0,0,0,theft_property,6,69
STATEN ISLAND,8,0,0,0,89,71,12.1,0,0,0,0,0,0,0,theft_property,1,8
BROOKLYN,8,1,1,0,89,69,23,1,0,0,0,0,0,0,theft_property,3,103
STATEN ISLAND,7,1,0,0,85,69,14.1,0,0,0,0,0,0,0,theft_property,4,13
BRONX,7,0,1,0,87,76,12.1,1,0,0,0,0,1,0,other,5,56
MANHATTAN,7,0,1,0,79,68,12.1,1,0,0,0,0,1,0,violent,5,79
BRONX,8,0,0,0,89,75,14.1,0,0,0,0,0,0,0,violent,7,114
MANHATTAN,8,0,0,0,89,75,14.1,0,0,0,0,0,0,0,other,7,68
BROOKLYN,7,0,0,0,94,82,12.1,0,0,0,0,0,0,0,other,2,55
BROOKLYN,7,0,0,0,86,68,13,0,0,0,0,0,0,0,theft_property,5,96
BRONX,7,1,0,0,85,69,14.1,0,0,0,0,0,0,0,theft_property,4,86
BRONX,7,1,0,0,85,69,14.1,0,0,0,0,0,0,0,violent,4,131
QUEENS,8,0,0,0,89,71,12.1,0,0,0,0,0,0,0,violent,1,46
MANHATTAN,7,0,0,0,86,68,13,0,0,0,0,0,0,0,theft_property,5,159
BRONX,7,0,1,0,82,73,8.1,1,0,0,0,0,1,0,theft_property,3,75
BROOKLYN,7,0,0,0,96,78,10.1,0,0,0,0,0,0,0,other,4,96
BROOKLYN,7,0,0,0,95,75,8.9,0,0,0,0,0,1,0,other,3,75
BROOKLYN,7,0,1,0,79,68,12.1,1,0,0,0,0,1,0,theft_property,5,94
STATEN ISLAND,7,0,1,0,87,76,12.1,1,0,0,0,0,1,0,violent,5,15
BRONX,7,0,0,0,83,72,12.1,0,0,0,0,0,1,0,other,2,36
BRONX,6,0,0,0,76,63,12.1,0,0,0,0,0,0,0,violent,2,68
QUEENS,7,0,1,0,85,71,10.1,1,0,0,0,0,1,0,other,7,67
BRONX,7,0,0,0,95,75,8.9,0,0,0,0,0,1,0,other,3,34
QUEENS,7,0,0,0,94,82,12.1,0,0,0,0,0,0,0,other,2,52
MANHATTAN,7,0,1,0,86,71,19.9,1,0,0,0,0,1,0,violent,2,48
MANHATTAN,7,0,0,0,89,72,12.1,1,0,0,0,0,1,0,other,6,83
MANHATTAN,8,0,0,0,90,75,12.1,0,0,0,0,0,0,0,violent,2,55
BRONX,6,0,0,0,76,63,12.1,0,0,0,0,0,0,0,theft_property,2,46
STATEN ISLAND,6,0,0,0,82,68,14.1,1,0,0,0,0,0,0,violent,3,12
BROOKLYN,7,0,0,0,89,72,12.1,1,0,0,0,0,1,0,other,6,100
BROOKLYN,7,0,0,0,93,78,14.1,0,0,0,0,0,0,0,violent,1,80
QUEENS,6,1,1,0,71,58,16.1,1,0,0,0,0,0,0,theft_property,7,38
STATEN ISLAND,6,0,0,0,83,65,13,0,0,0,0,0,0,0,violent,5,33
MANHATTAN,8,0,0,0,87,72,12.1,0,0,0,0,0,0,0,violent,4,99
BRONX,7,0,0,0,89,72,6.9,0,0,0,0,0,0,0,other,1,39
QUEENS,6,1,1,0,71,58,16.1,1,0,0,0,0,0,0,violent,7,58
BROOKLYN,7,0,0,0,89,72,12.1,1,0,0,0,0,1,0,theft_property,6,84
MANHATTAN,7,0,0,0,90,74,12.1,0,0,0,0,0,0,0,other,1,58
STATEN ISLAND,7,0,0,0,87,70,10.1,0,0,0,0,0,0,0,violent,6,18
QUEENS,7,0,0,0,86,68,13,0,0,0,0,0,0,0,other,5,71
BROOKLYN,8,1,1,0,89,69,23,1,0,0,0,0,0,0,other,3,80
MANHATTAN,8,1,1,0,89,69,23,1,0,0,0,0,0,0,theft_property,3,123
QUEENS,7,0,0,0,81,72,13,1,0,0,0,0,1,0,other,4,69
BROOKLYN,7,0,0,0,86,68,13,0,0,0,0,0,0,0,other,5,84
QUEENS,7,0,0,0,89,72,6.9,0,0,0,0,0,0,0,other,1,50
BRONX,8,0,0,0,89,71,12.1,0,0,0,0,0,0,0,theft_property,1,50
BROOKLYN,7,1,0,0,85,69,14.1,0,0,0,0,0,0,0,other,4,98
BROOKLYN,7,0,0,0,93,78,14.1,0,0,0,0,0,0,0,theft_property,1,38
BRONX,7,0,0,0,86,68,13,0,0,0,0,0,0,0,theft_property,5,81
MANHATTAN,7,0,0,0,90,74,12.1,0,0,0,0,0,0,0,violent,1,50
BROOKLYN,8,0,0,0,89,75,14.1,0,0,0,0,0,0,0,other,7,87
MANHATTAN,7,0,1,0,87,76,12.1,1,0,0,0,0,1,0,violent,5,83
BROOKLYN,7,0,0,0,89,74,10.1,0,0,0,0,0,0,0,theft_property,3,101
STATEN ISLAND,7,1,0,0,80,64,15,0,0,0,0,0,0,0,theft_property,5,12
MANHATTAN,7,0,0,0,90,74,12.1,0,0,0,0,0,0,0,theft_property,1,67
BRONX,7,0,1,0,87,76,12.1,1,0,0,0,0,1,0,violent,5,75
BROOKLYN,7,0,0,0,88,69,10.1,0,0,0,0,0,0,0,theft_property,7,77
STATEN ISLAND,6,1,0,0,90,75,16.1,0,0,0,0,0,0,0,violent,3,12
STATEN ISLAND,7,0,0,0,84,72,12.1,1,0,0,0,0,0,0,theft_property,6,8
MANHATTAN,3,1,0,0,49,37,19.9,0,0,0,0,0,0,0,other,1,48
MANHATTAN,7,0,0,0,75,69,8.9,0,0,0,0,0,1,0,theft_property,7,46
QUEENS,7,0,0,0,93,78,14.1,0,0,0,0,0,0,0,other,1,49
BROOKLYN,7,0,0,0,93,78,14.1,0,0,0,0,0,0,0,other,1,71
STATEN ISLAND,7,0,0,0,81,72,13,1,0,0,0,0,1,0,theft_property,4,7
QUEENS,7,0,0,0,82,66,8.9,0,0,0,0,0,0,1,other,6,66
BRONX,7,0,0,0,93,78,14.1,0,0,0,0,0,0,0,other,1,25
QUEENS,7,0,1,0,86,71,19.9,1,0,0,0,0,1,0,other,2,40
QUEENS,6,1,1,0,73,62,18.1,1,0,0,0,0,0,0,theft_property,1,35
QUEENS,7,0,0,0,95,75,8.9,0,0,0,0,0,1,0,violent,3,59
QUEENS,6,0,0,0,81,69,16.1,0,0,0,0,0,0,0,theft_property,6,49
STATEN ISLAND,7,0,0,0,93,78,14.1,0,0,0,0,0,0,0,theft_property,1,9
BRONX,7,0,0,0,88,69,10.1,0,0,0,0,0,0,0,theft_property,7,59
STATEN ISLAND,6,0,0,0,84,68,13,0,0,0,0,0,0,0,other,4,9
BRONX,7,0,0,0,88,75,13,1,0,0,0,0,1,0,theft_property,3,78
STATEN ISLAND,6,1,1,0,73,62,18.1,1,0,0,0,0,0,0,violent,1,11
BRONX,7,0,0,0,94,82,12.1,0,0,0,0,0,0,0,other,2,36
MANHATTAN,7,0,0,0,83,68,6.9,0,0,0,0,0,0,0,other,1,61
BRONX,8,0,0,0,90,75,12.1,0,0,0,0,0,0,0,theft_property,2,52
STATEN ISLAND,7,0,0,0,81,72,13,1,0,0,0,0,1,0,other,4,9
STATEN ISLAND,7,0,0,0,75,69,8.9,0,0,0,0,0,1,0,other,7,16
STATEN ISLAND,7,0,0,0,83,72,12.1,0,0,0,0,0,1,0,violent,2,7
STATEN ISLAND,7,0,0,0,88,75,13,1,0,0,0,0,1,0,other,3,8
QUEENS,6,0,0,0,76,63,12.1,0,0,0,0,0,0,0,other,2,44
QUEENS,6,0,0,0,83,65,13,0,0,0,0,0,0,0,other,5,69
BROOKLYN,7,0,1,0,85,71,10.1,1,0,0,0,0,1,0,theft_property,7,64
BROOKLYN,7,0,0,0,96,78,10.1,0,0,0,0,0,0,0,violent,4,112
BROOKLYN,7,0,1,0,87,76,12.1,1,0,0,0,0,1,0,violent,5,118
BROOKLYN,7,0,0,0,89,72,6.9,0,0,0,0,0,0,0,theft_property,1,46
QUEENS,7,0,0,0,87,70,10.1,0,0,0,0,0,0,0,other,6,81
BRONX,7,0,1,0,86,71,19.9,1,0,0,0,0,1,0,other,2,39
QUEENS,7,1,0,0,85,69,14.1,0,0,0,0,0,0,0,violent,4,71
MANHATTAN,7,0,0,0,95,75,8.9,0,0,0,0,0,1,0,other,3,75
STATEN ISLAND,6,0,0,0,76,63,12.1,0,0,0,0,0,0,0,theft_property,2,6
BRONX,7,1,0,0,80,64,15,0,0,0,0,0,0,0,theft_property,5,67
STATEN ISLAND,7,0,1,0,79,68,12.1,1,0,0,0,0,1,0,violent,5,7
QUEENS,8,0,0,0,87,72,12.1,0,0,0,0,0,0,0,other,4,86
BRONX,7,0,0,0,83,68,6.9,0,0,0,0,0,0,0,theft_property,1,31
BROOKLYN,7,0,0,0,94,82,12.1,0,0,0,0,0,0,0,violent,2,68
BRONX,7,0,1,0,82,73,8.1,1,0,0,0,0,1,0,other,3,60
QUEENS,7,0,0,0,86,68,13,0,0,0,0,0,0,0,theft_property,5,79
QUEENS,7,0,0,0,75,69,8.9,0,0,0,0,0,1,0,theft_property,7,23
QUEENS,7,0,0,0,81,67,12.1,0,0,0,0,0,0,0,violent,6,53
STATEN ISLAND,6,0,0,0,82,68,14.1,1,0,0,0,0,0,0,other,3,6
BROOKLYN,7,0,0,0,88,69,10.1,0,0,0,0,0,0,0,theft_property,7,54
QUEENS,7,0,0,0,93,78,14.1,0,0,0,0,0,0,0,violent,1,49
STATEN ISLAND,7,0,0,0,88,73,10.1,0,0,0,0,0,0,0,violent,2,10
QUEENS,7,0,0,0,87,70,10.1,0,0,0,0,0,0,0,theft_property,6,69
BRONX,3,1,0,0,47,29,16.1,1,0,0,0,0,1,0,theft_property,7,75
STATEN ISLAND,7,0,1,0,79,68,12.1,1,0,0,0,0,1,0,theft_property,5,10
STATEN ISLAND,6,1,1,0,71,58,16.1,1,0,0,0,0,0,0,violent,7,6
BRONX,7,0,0,0,81,67,12.1,0,0,0,0,0,0,0,other,6,50
STATEN ISLAND,7,0,0,0,75,69,8.9,0,0,0,0,0,1,0,violent,7,5
QUEENS,7,0,0,0,89,74,10.1,0,0,0,0,0,0,0,theft_property,3,51
STATEN ISLAND,7,0,0,0,88,77,13,0,0,0,0,0,1,0,theft_property,4,14
MANHATTAN,8,0,0,0,89,71,12.1,0,0,0,0,0,0,0,other,1,48
STATEN ISLAND,7,0,0,0,94,82,12.1,0,0,0,0,0,0,0,theft_property,2,13
STATEN ISLAND,6,0,0,0,76,63,12.1,0,0,0,0,0,0,0,other,2,9
BROOKLYN,7,1,0,0,80,64,15,0,0,0,0,0,0,0,other,5,127
STATEN ISLAND,7,0,0,0,81,67,12.1,0,0,0,0,0,0,0,violent,6,12
STATEN ISLAND,7,0,0,0,96,78,10.1,0,0,0,0,0,0,0,theft_property,4,7
MANHATTAN,7,0,0,0,83,72,12.1,0,0,0,0,0,1,0,other,2,44
STATEN ISLAND,6,0,0,0,81,69,16.1,0,0,0,0,0,0,0,violent,6,13
STATEN ISLAND,7,1,0,0,85,69,14.1,0,0,0,0,0,0,0,violent,4,28
STATEN ISLAND,8,1,1,0,89,69,23,1,0,0,0,0,0,0,other,3,13
BRONX,7,0,1,0,86,71,19.9,1,0,0,0,0,1,0,theft_property,2,47
STATEN ISLAND,7,0,0,0,80,69,8.1,0,0,0,0,0,0,0,theft_property,5,9
STATEN ISLAND,7,0,0,0,89,72,6.9,0,0,0,0,0,0,0,other,1,7
STATEN ISLAND,7,0,0,0,82,66,8.9,0,0,0,0,0,0,1,violent,6,13
QUEENS,8,0,0,0,89,71,12.1,0,0,0,0,0,0,0,theft_property,1,23
STATEN ISLAND,7,0,0,0,88,75,13,1,0,0,0,0,1,0,violent,3,21
STATEN ISLAND,6,0,0,0,84,68,13,0,0,0,0,0,0,0,theft_property,4,12
STATEN ISLAND,7,1,0,0,80,64,15,0,0,0,0,0,0,0,violent,5,12
STATEN ISLAND,7,0,0,0,88,77,13,0,0,0,0,0,1,0,violent,4,17
STATEN ISLAND,7,0,0,0,86,68,13,0,0,0,0,0,0,0,theft_property,5,18
STATEN ISLAND,8,0,0,0,89,75,14.1,0,0,0,0,0,0,0,other,7,8
STATEN ISLAND,7,0,0,0,88,69,10.1,0,0,0,0,0,0,0,violent,7,9
STATEN ISLAND,6,1,0,0,90,75,16.1,0,0,0,0,0,0,0,other,3,5
QUEENS,7,0,0,0,90,74,12.1,0,0,0,0,0,0,0,theft_property,1,34
STATEN ISLAND,8,0,0,0,89,71,12.1,0,0,0,0,0,0,0,violent,1,10
BROOKLYN,3,1,1,1,40,19,14.1,1,1,0,0,0,1,0,violent,5,63
STATEN ISLAND,7,0,0,0,86,68,13,0,0,0,0,0,0,0,violent,5,22
STATEN ISLAND,7,0,0,0,83,68,6.9,0,0,0,0,0,0,0,violent,1,15
QUEENS,7,0,0,0,94,82,12.1,0,0,0,0,0,0,0,violent,2,42
STATEN ISLAND,7,0,0,0,89,74,10.1,0,0,0,0,0,0,0,violent,3,10
QUEENS,7,0,0,0,83,68,6.9,0,0,0,0,0,0,0,theft_property,1,41
STATEN ISLAND,7,0,0,0,84,72,12.1,1,0,0,0,0,0,0,violent,6,11
STATEN ISLAND,7,0,0,0,84,72,12.1,1,0,0,0,0,0,0,other,6,7
QUEENS,7,0,0,0,93,78,14.1,0,0,0,0,0,0,0,theft_property,1,32
STATEN ISLAND,7,0,0,0,89,72,12.1,1,0,0,0,0,1,0,violent,6,13
STATEN ISLAND,6,0,0,0,81,69,16.1,0,0,0,0,0,0,0,other,6,6
STATEN ISLAND,6,1,1,0,71,58,16.1,1,0,0,0,0,0,0,other,7,5
STATEN ISLAND,8,1,1,0,89,69,23,1,0,0,0,0,0,0,theft_property,3,13
QUEENS,8,0,0,0,89,75,14.1,0,0,0,0,0,0,0,theft_property,7,47
STATEN ISLAND,7,0,0,0,93,78,14.1,0,0,0,0,0,0,0,violent,1,20
BRONX,6,1,0,0,90,75,16.1,0,0,0,0,0,0,0,other,3,41
STATEN ISLAND,6,0,0,0,83,65,13,0,0,0,0,0,0,0,theft_property,5,10
STATEN ISLAND,6,1,0,0,90,75,16.1,0,0,0,0,0,0,0,theft_property,3,11
STATEN ISLAND,6,0,0,0,76,63,12.1,0,0,0,0,0,0,0,violent,2,15
STATEN ISLAND,7,0,0,0,88,75,13,1,0,0,0,0,1,0,theft_property,3,16
BRONX,3,1,0,0,39,29,19.9,0,0,0,0,0,1,0,theft_property,4,78
STATEN ISLAND,7,0,0,0,83,68,6.9,0,0,0,0,0,0,0,other,1,9
QUEENS,7,0,1,0,85,71,10.1,1,0,0,0,0,1,0,theft_property,7,41
STATEN ISLAND,7,0,1,0,85,71,10.1,1,0,0,0,0,1,0,violent,7,16
BRONX,3,1,0,0,57,34,23.9,0,0,0,0,0,1,0,theft_property,3,53
STATEN ISLAND,6,1,1,0,73,62,18.1,1,0,0,0,0,0,0,other,1,3
STATEN ISLAND,7,0,1,0,82,69,14.1,1,0,0,0,0,1,0,theft_property,4,9
STATEN ISLAND,7,0,1,0,86,71,19.9,1,0,0,0,0,1,0,other,2,5
STATEN ISLAND,8,0,0,0,87,72,12.1,0,0,0,0,0,0,0,violent,4,26
STATEN ISLAND,7,0,0,0,89,72,6.9,0,0,0,0,0,0,0,violent,1,9
